,category,scientific_name,common_names,conservation_group,park_name,observations
16481,Vascular Plant,Crataegus punctata,Round-Leaved Hawthorn,None,Yosemite National Park,109
16482,Vascular Plant,Crataegus punctata,Round-Leaved Hawthorn,None,Bryce National Park,104
16483,Vascular Plant,Crataegus punctata,Round-Leaved Hawthorn,None,Great Smoky Mountains National Park,97
16484,Vascular Plant,Crataegus uniflora,Dwarf Hawthorn,None,Great Smoky Mountains National Park,91
16485,Vascular Plant,Crataegus uniflora,Dwarf Hawthorn,None,Yellowstone National Park,226
16486,Vascular Plant,Crataegus uniflora,Dwarf Hawthorn,None,Yosemite National Park,129
16487,Vascular Plant,Crataegus uniflora,Dwarf Hawthorn,None,Bryce National Park,61
16488,Vascular Plant,Duchesnea indica,"Indian Mock-Strawberry, Barren Strawberry",None,Great Smoky Mountains National Park,34
16489,Vascular Plant,Duchesnea indica,"Indian Mock-Strawberry, Barren Strawberry",None,Yosemite National Park,168
16490,Vascular Plant,Duchesnea indica,"Indian Mock-Strawberry, Barren Strawberry",None,Yellowstone National Park,245
16491,Vascular Plant,Duchesnea indica,"Indian Mock-Strawberry, Barren Strawberry",None,Bryce National Park,116
16492,Vascular Plant,Filipendula rubra,"Queen-Of-The-Prairie, Queen Of The Prairie",None,Bryce National Park,62
16493,Vascular Plant,Filipendula rubra,"Queen-Of-The-Prairie, Queen Of The Prairie",None,Great Smoky Mountains National Park,79
16494,Vascular Plant,Filipendula rubra,"Queen-Of-The-Prairie, Queen Of The Prairie",None,Yellowstone National Park,252
16495,Vascular Plant,Filipendula rubra,"Queen-Of-The-Prairie, Queen Of The Prairie",None,Yosemite National Park,145
16496,Vascular Plant,Potentilla argentea,"Silver-Leaf Cinquefoil, Silver Cinquefoil",None,Yosemite National Park,108
16497,Vascular Plant,Potentilla argentea,"Silver-Leaf Cinquefoil, Silver Cinquefoil",None,Great Smoky Mountains National Park,55
16498,Vascular Plant,Potentilla argentea,"Silver-Leaf Cinquefoil, Silver Cinquefoil",None,Bryce National Park,87
16499,Vascular Plant,Potentilla argentea,"Silver-Leaf Cinquefoil, Silver Cinquefoil",None,Yellowstone National Park,238
16500,Vascular Plant,Porteranthus trifoliatus,"Bowman's Root, Bowman's-Root",None,Yellowstone National Park,250
16501,Vascular Plant,Porteranthus trifoliatus,"Bowman's Root, Bowman's-Root",None,Great Smoky Mountains National Park,72
16502,Vascular Plant,Porteranthus trifoliatus,"Bowman's Root, Bowman's-Root",None,Yosemite National Park,130
16503,Vascular Plant,Porteranthus trifoliatus,"Bowman's Root, Bowman's-Root",None,Bryce National Park,110
16504,Vascular Plant,Porteranthus stipulatus,"American Ipecac, Indian Physic",None,Bryce National Park,108
16505,Vascular Plant,Porteranthus stipulatus,"American Ipecac, Indian Physic",None,Great Smoky Mountains National Park,85
16506,Vascular Plant,Porteranthus stipulatus,"American Ipecac, Indian Physic",None,Yosemite National Park,165
16507,Vascular Plant,Porteranthus stipulatus,"American Ipecac, Indian Physic",None,Yellowstone National Park,238
16508,Vascular Plant,Physocarpus opulifolius,"Eastern Ninebark, Ninebark",None,Yellowstone National Park,232
16509,Vascular Plant,Physocarpus opulifolius,"Eastern Ninebark, Ninebark",None,Yosemite National Park,145
16510,Vascular Plant,Physocarpus opulifolius,"Eastern Ninebark, Ninebark",None,Great Smoky Mountains National Park,93
16511,Vascular Plant,Physocarpus opulifolius,"Eastern Ninebark, Ninebark",None,Bryce National Park,93
16512,Vascular Plant,Photinia pyrifolia,Red Chokeberry,None,Yosemite National Park,188
16513,Vascular Plant,Photinia pyrifolia,Red Chokeberry,None,Yellowstone National Park,250
16514,Vascular Plant,Photinia pyrifolia,Red Chokeberry,None,Bryce National Park,135
16515,Vascular Plant,Photinia pyrifolia,Red Chokeberry,None,Great Smoky Mountains National Park,68
16516,Vascular Plant,Photinia melanocarpa,Black Chokeberry,None,Yellowstone National Park,234
16517,Vascular Plant,Photinia melanocarpa,Black Chokeberry,None,Yosemite National Park,138
16518,Vascular Plant,Photinia melanocarpa,Black Chokeberry,None,Great Smoky Mountains National Park,56
16519,Vascular Plant,Photinia melanocarpa,Black Chokeberry,None,Bryce National Park,104
16520,Vascular Plant,Photinia floribunda,Purple Chokeberry,None,Yellowstone National Park,254
16521,Vascular Plant,Photinia floribunda,Purple Chokeberry,None,Yosemite National Park,132
16522,Vascular Plant,Photinia floribunda,Purple Chokeberry,None,Great Smoky Mountains National Park,42
16523,Vascular Plant,Photinia floribunda,Purple Chokeberry,None,Bryce National Park,113
16524,Vascular Plant,Malus pumila,"Apple, Paradise Apple, Common Apple",None,Yellowstone National Park,221
16525,Vascular Plant,Malus pumila,"Apple, Paradise Apple, Common Apple",None,Bryce National Park,80
16526,Vascular Plant,Malus pumila,"Apple, Paradise Apple, Common Apple",None,Yosemite National Park,104
16527,Vascular Plant,Malus pumila,"Apple, Paradise Apple, Common Apple",None,Great Smoky Mountains National Park,52
16528,Vascular Plant,Amelanchier sanguinea,"Round-Leaved Shadbush, Roundleaf Shadbush",None,Bryce National Park,113
16529,Vascular Plant,Amelanchier sanguinea,"Round-Leaved Shadbush, Roundleaf Shadbush",None,Yellowstone National Park,242
16530,Vascular Plant,Amelanchier sanguinea,"Round-Leaved Shadbush, Roundleaf Shadbush",None,Yosemite National Park,157
16531,Vascular Plant,Amelanchier sanguinea,"Round-Leaved Shadbush, Roundleaf Shadbush",None,Great Smoky Mountains National Park,67
16532,Vascular Plant,Malus coronaria,Northern Crabapple,None,Great Smoky Mountains National Park,75
16533,Vascular Plant,Malus coronaria,Northern Crabapple,None,Yosemite National Park,143
16534,Vascular Plant,Malus coronaria,Northern Crabapple,None,Yellowstone National Park,221
16535,Vascular Plant,Malus coronaria,Northern Crabapple,None,Bryce National Park,102
16536,Vascular Plant,Kerria japonica,"Japanese-Rose, Kerria",None,Bryce National Park,100
16537,Vascular Plant,Kerria japonica,"Japanese-Rose, Kerria",None,Great Smoky Mountains National Park,94
16538,Vascular Plant,Kerria japonica,"Japanese-Rose, Kerria",None,Yosemite National Park,174
16539,Vascular Plant,Kerria japonica,"Japanese-Rose, Kerria",None,Yellowstone National Park,273
16540,Vascular Plant,Geum virginianum,"Small-Flowered Avens, Pale Avens",None,Bryce National Park,85
16541,Vascular Plant,Geum virginianum,"Small-Flowered Avens, Pale Avens",None,Yosemite National Park,166
16542,Vascular Plant,Geum virginianum,"Small-Flowered Avens, Pale Avens",None,Yellowstone National Park,279
16543,Vascular Plant,Geum virginianum,"Small-Flowered Avens, Pale Avens",None,Great Smoky Mountains National Park,74
16544,Vascular Plant,Geum vernum,"Spring Avens, Early Avens",None,Bryce National Park,131
16545,Vascular Plant,Geum vernum,"Spring Avens, Early Avens",None,Yosemite National Park,146
16546,Vascular Plant,Geum vernum,"Spring Avens, Early Avens",None,Yellowstone National Park,228
16547,Vascular Plant,Geum vernum,"Spring Avens, Early Avens",None,Great Smoky Mountains National Park,105
16548,Vascular Plant,Geum canadense,White Avens,None,Yosemite National Park,154
16549,Vascular Plant,Geum canadense,White Avens,None,Bryce National Park,100
16550,Vascular Plant,Geum canadense,White Avens,None,Great Smoky Mountains National Park,72
16551,Vascular Plant,Geum canadense,White Avens,None,Yellowstone National Park,251
16552,Vascular Plant,Geum aleppicum var. strictum,Avens,None,Great Smoky Mountains National Park,80
16553,Vascular Plant,Geum aleppicum var. strictum,Avens,None,Yosemite National Park,131
16554,Vascular Plant,Geum aleppicum var. strictum,Avens,None,Yellowstone National Park,260
16555,Vascular Plant,Geum aleppicum var. strictum,Avens,None,Bryce National Park,71
16556,Vascular Plant,Geum aleppicum,Yellow Avens,None,Yellowstone National Park,241
16557,Vascular Plant,Geum aleppicum,Yellow Avens,None,Yosemite National Park,119
16558,Vascular Plant,Geum aleppicum,Yellow Avens,None,Great Smoky Mountains National Park,70
16559,Vascular Plant,Geum aleppicum,Yellow Avens,None,Bryce National Park,112
16560,Vascular Plant,Fragaria virginiana,"Wild Strawberry, Thickleaved Wild Strawberry, Virginia Strawberry",None,Bryce National Park,97
16561,Vascular Plant,Fragaria virginiana,"Wild Strawberry, Thickleaved Wild Strawberry, Virginia Strawberry",None,Yosemite National Park,123
16562,Vascular Plant,Fragaria virginiana,"Wild Strawberry, Thickleaved Wild Strawberry, Virginia Strawberry",None,Yellowstone National Park,243
16563,Vascular Plant,Fragaria virginiana,"Wild Strawberry, Thickleaved Wild Strawberry, Virginia Strawberry",None,Great Smoky Mountains National Park,107
16564,Vascular Plant,Fragaria vesca,"Woodland Strawberry, Thin-Leaved Strawberry",None,Bryce National Park,79
16565,Vascular Plant,Fragaria vesca,"Woodland Strawberry, Thin-Leaved Strawberry",None,Yellowstone National Park,235
16566,Vascular Plant,Fragaria vesca,"Woodland Strawberry, Thin-Leaved Strawberry",None,Yosemite National Park,143
16567,Vascular Plant,Fragaria vesca,"Woodland Strawberry, Thin-Leaved Strawberry",None,Great Smoky Mountains National Park,58
16568,Vascular Plant,Malus angustifolia,"Narrowleaf Crabapple, Southern Crabapple",None,Great Smoky Mountains National Park,71
16569,Vascular Plant,Malus angustifolia,"Narrowleaf Crabapple, Southern Crabapple",None,Bryce National Park,97
16570,Vascular Plant,Malus angustifolia,"Narrowleaf Crabapple, Southern Crabapple",None,Yosemite National Park,133
16571,Vascular Plant,Malus angustifolia,"Narrowleaf Crabapple, Southern Crabapple",None,Yellowstone National Park,239
16572,Vascular Plant,Amelanchier laevis,"Allegheny Serviceberry, Allegheny Service-Berry",None,Yosemite National Park,200
16573,Vascular Plant,Amelanchier laevis,"Allegheny Serviceberry, Allegheny Service-Berry",None,Yellowstone National Park,263
16574,Vascular Plant,Amelanchier laevis,"Allegheny Serviceberry, Allegheny Service-Berry",None,Bryce National Park,96
16575,Vascular Plant,Amelanchier laevis,"Allegheny Serviceberry, Allegheny Service-Berry",None,Great Smoky Mountains National Park,53
16576,Vascular Plant,Amelanchier canadensis,Canadian Serviceberry,None,Bryce National Park,71
16577,Vascular Plant,Amelanchier canadensis,Canadian Serviceberry,None,Yosemite National Park,168
16578,Vascular Plant,Amelanchier canadensis,Canadian Serviceberry,None,Great Smoky Mountains National Park,89
16579,Vascular Plant,Amelanchier canadensis,Canadian Serviceberry,None,Yellowstone National Park,253
16580,Vascular Plant,Amelanchier arborea,"Downy Serviceberry, Hairy-Leaf Shadbush",None,Yellowstone National Park,240
16581,Vascular Plant,Amelanchier arborea,"Downy Serviceberry, Hairy-Leaf Shadbush",None,Great Smoky Mountains National Park,63
16582,Vascular Plant,Amelanchier arborea,"Downy Serviceberry, Hairy-Leaf Shadbush",None,Bryce National Park,87
16583,Vascular Plant,Amelanchier arborea,"Downy Serviceberry, Hairy-Leaf Shadbush",None,Yosemite National Park,141
16584,Vascular Plant,Thalictrum dioicum,Early Meadowrue,None,Yosemite National Park,160
16585,Vascular Plant,Thalictrum dioicum,Early Meadowrue,None,Yellowstone National Park,255
16586,Vascular Plant,Thalictrum dioicum,Early Meadowrue,None,Great Smoky Mountains National Park,91
16587,Vascular Plant,Thalictrum dioicum,Early Meadowrue,None,Bryce National Park,148
16588,Vascular Plant,Thalictrum coriaceum,"Stalked-Fruited Meadowrue, Leatherleaf Meadowrue",None,Yosemite National Park,150
16589,Vascular Plant,Thalictrum coriaceum,"Stalked-Fruited Meadowrue, Leatherleaf Meadowrue",None,Bryce National Park,100
16590,Vascular Plant,Thalictrum coriaceum,"Stalked-Fruited Meadowrue, Leatherleaf Meadowrue",None,Yellowstone National Park,243
16591,Vascular Plant,Thalictrum coriaceum,"Stalked-Fruited Meadowrue, Leatherleaf Meadowrue",None,Great Smoky Mountains National Park,82
16592,Vascular Plant,Thalictrum clavatum,"Mountain Meadow-Rue, Brook Meadowrue",None,Yosemite National Park,140
16593,Vascular Plant,Thalictrum clavatum,"Mountain Meadow-Rue, Brook Meadowrue",None,Yellowstone National Park,243
16594,Vascular Plant,Thalictrum clavatum,"Mountain Meadow-Rue, Brook Meadowrue",None,Bryce National Park,102
16595,Vascular Plant,Thalictrum clavatum,"Mountain Meadow-Rue, Brook Meadowrue",None,Great Smoky Mountains National Park,18
16596,Vascular Plant,Ranunculus sardous,Hairy Buttercup,None,Great Smoky Mountains National Park,64
16597,Vascular Plant,Ranunculus sardous,Hairy Buttercup,None,Yellowstone National Park,222
16598,Vascular Plant,Ranunculus sardous,Hairy Buttercup,None,Bryce National Park,106
16599,Vascular Plant,Ranunculus sardous,Hairy Buttercup,None,Yosemite National Park,139
16600,Vascular Plant,Ranunculus repens,"Creeping Buttercup, Creeping Butter-Cup",None,Yosemite National Park,131
16601,Vascular Plant,Ranunculus repens,"Creeping Buttercup, Creeping Butter-Cup",None,Yellowstone National Park,222
16602,Vascular Plant,Ranunculus repens,"Creeping Buttercup, Creeping Butter-Cup",None,Great Smoky Mountains National Park,74
16603,Vascular Plant,Ranunculus repens,"Creeping Buttercup, Creeping Butter-Cup",None,Bryce National Park,55
16604,Vascular Plant,Ranunculus recurvatus,"Hooked Buttercup, Hooked Crowfoot",None,Bryce National Park,123
16605,Vascular Plant,Ranunculus recurvatus,"Hooked Buttercup, Hooked Crowfoot",None,Yosemite National Park,144
16606,Vascular Plant,Ranunculus recurvatus,"Hooked Buttercup, Hooked Crowfoot",None,Great Smoky Mountains National Park,63
16607,Vascular Plant,Ranunculus recurvatus,"Hooked Buttercup, Hooked Crowfoot",None,Yellowstone National Park,251
16608,Vascular Plant,Ranunculus pusillus,"Aquatic Buttercup, Pursh Buttercup",None,Great Smoky Mountains National Park,82
16609,Vascular Plant,Ranunculus pusillus,"Aquatic Buttercup, Pursh Buttercup",None,Yosemite National Park,156
16610,Vascular Plant,Ranunculus pusillus,"Aquatic Buttercup, Pursh Buttercup",None,Bryce National Park,108
16611,Vascular Plant,Ranunculus pusillus,"Aquatic Buttercup, Pursh Buttercup",None,Yellowstone National Park,253
16612,Vascular Plant,Ranunculus parviflorus,"Small-Flower Butter-Cup, Small-Flowered Buttercup",None,Yosemite National Park,146
16613,Vascular Plant,Ranunculus parviflorus,"Small-Flower Butter-Cup, Small-Flowered Buttercup",None,Bryce National Park,80
16614,Vascular Plant,Ranunculus parviflorus,"Small-Flower Butter-Cup, Small-Flowered Buttercup",None,Yellowstone National Park,249
16615,Vascular Plant,Ranunculus parviflorus,"Small-Flower Butter-Cup, Small-Flowered Buttercup",None,Great Smoky Mountains National Park,55
16616,Vascular Plant,Thalictrum pubescens,King Of The Meadow,None,Great Smoky Mountains National Park,71
16617,Vascular Plant,Thalictrum pubescens,King Of The Meadow,None,Yellowstone National Park,259
16618,Vascular Plant,Thalictrum pubescens,King Of The Meadow,None,Bryce National Park,158
16619,Vascular Plant,Thalictrum pubescens,King Of The Meadow,None,Yosemite National Park,121
16620,Vascular Plant,Ranunculus laxicaulis,"Weak-Stemmed Buttercup, Mississippi Butter-Cup",None,Yellowstone National Park,227
16621,Vascular Plant,Ranunculus laxicaulis,"Weak-Stemmed Buttercup, Mississippi Butter-Cup",None,Bryce National Park,92
16622,Vascular Plant,Ranunculus laxicaulis,"Weak-Stemmed Buttercup, Mississippi Butter-Cup",None,Great Smoky Mountains National Park,110
16623,Vascular Plant,Ranunculus laxicaulis,"Weak-Stemmed Buttercup, Mississippi Butter-Cup",None,Yosemite National Park,160
16624,Vascular Plant,Ranunculus hispidus var. hispidus,Hairy Buttercup,None,Bryce National Park,104
16625,Vascular Plant,Ranunculus hispidus var. hispidus,Hairy Buttercup,None,Great Smoky Mountains National Park,92
16626,Vascular Plant,Ranunculus hispidus var. hispidus,Hairy Buttercup,None,Yosemite National Park,171
16627,Vascular Plant,Ranunculus hispidus var. hispidus,Hairy Buttercup,None,Yellowstone National Park,216
16628,Vascular Plant,Ranunculus hispidus,"Hispid Buttercup, Bristly Buttercup",None,Great Smoky Mountains National Park,113
16629,Vascular Plant,Ranunculus hispidus,"Hispid Buttercup, Bristly Buttercup",None,Yosemite National Park,140
16630,Vascular Plant,Ranunculus hispidus,"Hispid Buttercup, Bristly Buttercup",None,Bryce National Park,78
16631,Vascular Plant,Ranunculus hispidus,"Hispid Buttercup, Bristly Buttercup",None,Yellowstone National Park,222
16632,Vascular Plant,Ranunculus harveyi,Harvey's Buttercup,None,Bryce National Park,62
16633,Vascular Plant,Ranunculus harveyi,Harvey's Buttercup,None,Yellowstone National Park,241
16634,Vascular Plant,Ranunculus harveyi,Harvey's Buttercup,None,Great Smoky Mountains National Park,39
16635,Vascular Plant,Ranunculus harveyi,Harvey's Buttercup,None,Yosemite National Park,181
16636,Vascular Plant,Ranunculus fascicularis,Early Buttercup,None,Bryce National Park,88
16637,Vascular Plant,Ranunculus fascicularis,Early Buttercup,None,Yosemite National Park,173
16638,Vascular Plant,Ranunculus fascicularis,Early Buttercup,None,Yellowstone National Park,258
16639,Vascular Plant,Ranunculus fascicularis,Early Buttercup,None,Great Smoky Mountains National Park,84
16640,Vascular Plant,Ranunculus bulbosus,"Bulbous Buttercup, Bulbous Butter-Cup",None,Yosemite National Park,142
16641,Vascular Plant,Ranunculus bulbosus,"Bulbous Buttercup, Bulbous Butter-Cup",None,Bryce National Park,96
16642,Vascular Plant,Ranunculus bulbosus,"Bulbous Buttercup, Bulbous Butter-Cup",None,Yellowstone National Park,266
16643,Vascular Plant,Ranunculus bulbosus,"Bulbous Buttercup, Bulbous Butter-Cup",None,Great Smoky Mountains National Park,70
16644,Vascular Plant,Ranunculus allegheniensis,"Allegheny Early Buttercup, Allegheny Mountain Crowfoot",None,Bryce National Park,137
16645,Vascular Plant,Ranunculus allegheniensis,"Allegheny Early Buttercup, Allegheny Mountain Crowfoot",None,Great Smoky Mountains National Park,65
16646,Vascular Plant,Ranunculus allegheniensis,"Allegheny Early Buttercup, Allegheny Mountain Crowfoot",None,Yellowstone National Park,233
16647,Vascular Plant,Ranunculus allegheniensis,"Allegheny Early Buttercup, Allegheny Mountain Crowfoot",None,Yosemite National Park,156
16648,Vascular Plant,Ranunculus acris,"Tall Buttercup, Tall Butter-Cup",None,Yosemite National Park,142
16649,Vascular Plant,Ranunculus acris,"Tall Buttercup, Tall Butter-Cup",None,Bryce National Park,85
16650,Vascular Plant,Ranunculus acris,"Tall Buttercup, Tall Butter-Cup",None,Yellowstone National Park,263
16651,Vascular Plant,Ranunculus acris,"Tall Buttercup, Tall Butter-Cup",None,Great Smoky Mountains National Park,117
16652,Vascular Plant,Ranunculus abortivus,"Small-Flowered Buttercup, Kidney-Leaved Buttercup",None,Bryce National Park,95
16653,Vascular Plant,Ranunculus abortivus,"Small-Flowered Buttercup, Kidney-Leaved Buttercup",None,Great Smoky Mountains National Park,53
16654,Vascular Plant,Ranunculus abortivus,"Small-Flowered Buttercup, Kidney-Leaved Buttercup",None,Yellowstone National Park,272
16655,Vascular Plant,Ranunculus abortivus,"Small-Flowered Buttercup, Kidney-Leaved Buttercup",None,Yosemite National Park,168
16656,Vascular Plant,Ranunculus hispidus var. nitidus,"Northern Swamp Buttercup, Carolina Buttercup",None,Yosemite National Park,137
16657,Vascular Plant,Ranunculus hispidus var. nitidus,"Northern Swamp Buttercup, Carolina Buttercup",None,Great Smoky Mountains National Park,60
16658,Vascular Plant,Ranunculus hispidus var. nitidus,"Northern Swamp Buttercup, Carolina Buttercup",None,Bryce National Park,84
16659,Vascular Plant,Ranunculus hispidus var. nitidus,"Northern Swamp Buttercup, Carolina Buttercup",None,Yellowstone National Park,265
16660,Vascular Plant,Hepatica nobilis var. obtusa,Round-Lobed Hepatica,None,Yellowstone National Park,208
16661,Vascular Plant,Hepatica nobilis var. obtusa,Round-Lobed Hepatica,None,Bryce National Park,92
16662,Vascular Plant,Hepatica nobilis var. obtusa,Round-Lobed Hepatica,None,Great Smoky Mountains National Park,103
16663,Vascular Plant,Hepatica nobilis var. obtusa,Round-Lobed Hepatica,None,Yosemite National Park,133
16664,Vascular Plant,Thalictrum revolutum,"Waxyleaf Meadowrue, Waxleaf Meadowrue",None,Yosemite National Park,138
16665,Vascular Plant,Thalictrum revolutum,"Waxyleaf Meadowrue, Waxleaf Meadowrue",None,Bryce National Park,46
16666,Vascular Plant,Thalictrum revolutum,"Waxyleaf Meadowrue, Waxleaf Meadowrue",None,Great Smoky Mountains National Park,82
16667,Vascular Plant,Thalictrum revolutum,"Waxyleaf Meadowrue, Waxleaf Meadowrue",None,Yellowstone National Park,271
16668,Vascular Plant,Trautvetteria caroliniensis,"Falsebugbane, False Bugbane, Carolina Tassel-Rue, Carolina Bugbane",None,Yellowstone National Park,248
16669,Vascular Plant,Trautvetteria caroliniensis,"Falsebugbane, False Bugbane, Carolina Tassel-Rue, Carolina Bugbane",None,Great Smoky Mountains National Park,82
16670,Vascular Plant,Trautvetteria caroliniensis,"Falsebugbane, False Bugbane, Carolina Tassel-Rue, Carolina Bugbane",None,Yosemite National Park,147
16671,Vascular Plant,Trautvetteria caroliniensis,"Falsebugbane, False Bugbane, Carolina Tassel-Rue, Carolina Bugbane",None,Bryce National Park,75
16672,Vascular Plant,Agrimonia rostellata,"Woodland Agrimony, Beaked Agrimony",None,Yosemite National Park,148
16673,Vascular Plant,Agrimonia rostellata,"Woodland Agrimony, Beaked Agrimony",None,Great Smoky Mountains National Park,116
16674,Vascular Plant,Agrimonia rostellata,"Woodland Agrimony, Beaked Agrimony",None,Bryce National Park,101
16675,Vascular Plant,Agrimonia rostellata,"Woodland Agrimony, Beaked Agrimony",None,Yellowstone National Park,249
16676,Vascular Plant,Agrimonia pubescens,"Hairy Agrimony, Soft Groovebur",None,Yellowstone National Park,238
16677,Vascular Plant,Agrimonia pubescens,"Hairy Agrimony, Soft Groovebur",None,Great Smoky Mountains National Park,93
16678,Vascular Plant,Agrimonia pubescens,"Hairy Agrimony, Soft Groovebur",None,Bryce National Park,117
16679,Vascular Plant,Agrimonia pubescens,"Hairy Agrimony, Soft Groovebur",None,Yosemite National Park,154
16680,Vascular Plant,Agrimonia parviflora,"Small-Flower Groovebur, Small-Flowered Agrimony",None,Yellowstone National Park,232
16681,Vascular Plant,Agrimonia parviflora,"Small-Flower Groovebur, Small-Flowered Agrimony",None,Bryce National Park,105
16682,Vascular Plant,Agrimonia parviflora,"Small-Flower Groovebur, Small-Flowered Agrimony",None,Great Smoky Mountains National Park,78
16683,Vascular Plant,Agrimonia parviflora,"Small-Flower Groovebur, Small-Flowered Agrimony",None,Yosemite National Park,168
16684,Vascular Plant,Agrimonia microcarpa,Smallfruit Agrimony,None,Yosemite National Park,126
16685,Vascular Plant,Agrimonia microcarpa,Smallfruit Agrimony,None,Yellowstone National Park,254
16686,Vascular Plant,Agrimonia microcarpa,Smallfruit Agrimony,None,Great Smoky Mountains National Park,80
16687,Vascular Plant,Agrimonia microcarpa,Smallfruit Agrimony,None,Bryce National Park,101
16688,Vascular Plant,Agrimonia gryposepala,"Large-Fruited Agrimony, Tall Hairy Groovebur",None,Bryce National Park,80
16689,Vascular Plant,Agrimonia gryposepala,"Large-Fruited Agrimony, Tall Hairy Groovebur",None,Yosemite National Park,145
16690,Vascular Plant,Agrimonia gryposepala,"Large-Fruited Agrimony, Tall Hairy Groovebur",None,Yellowstone National Park,232
16691,Vascular Plant,Agrimonia gryposepala,"Large-Fruited Agrimony, Tall Hairy Groovebur",None,Great Smoky Mountains National Park,67
16692,Vascular Plant,Frangula caroliniana,Carolina Buckthorn,None,Yellowstone National Park,217
16693,Vascular Plant,Frangula caroliniana,Carolina Buckthorn,None,Great Smoky Mountains National Park,43
16694,Vascular Plant,Frangula caroliniana,Carolina Buckthorn,None,Bryce National Park,125
16695,Vascular Plant,Frangula caroliniana,Carolina Buckthorn,None,Yosemite National Park,130
16696,Vascular Plant,Ceanothus americanus,New Jersey Tea,None,Yosemite National Park,125
16697,Vascular Plant,Ceanothus americanus,New Jersey Tea,None,Yellowstone National Park,262
16698,Vascular Plant,Ceanothus americanus,New Jersey Tea,None,Bryce National Park,112
16699,Vascular Plant,Ceanothus americanus,New Jersey Tea,None,Great Smoky Mountains National Park,93
16700,Vascular Plant,Morus rubra,Red Mulberry,None,Yosemite National Park,159
16701,Vascular Plant,Morus rubra,Red Mulberry,None,Great Smoky Mountains National Park,47
16702,Vascular Plant,Morus rubra,Red Mulberry,None,Bryce National Park,76
16703,Vascular Plant,Morus rubra,Red Mulberry,None,Yellowstone National Park,266
16704,Vascular Plant,Thalictrum thalictroides,"Windflower, Rue-Anemone",None,Yosemite National Park,170
16705,Vascular Plant,Thalictrum thalictroides,"Windflower, Rue-Anemone",None,Yellowstone National Park,225
16706,Vascular Plant,Thalictrum thalictroides,"Windflower, Rue-Anemone",None,Bryce National Park,72
16707,Vascular Plant,Thalictrum thalictroides,"Windflower, Rue-Anemone",None,Great Smoky Mountains National Park,61
16708,Vascular Plant,Morus alba,White Mulberry,None,Great Smoky Mountains National Park,49
16709,Vascular Plant,Morus alba,White Mulberry,None,Yellowstone National Park,231
16710,Vascular Plant,Morus alba,White Mulberry,None,Yosemite National Park,161
16711,Vascular Plant,Morus alba,White Mulberry,None,Bryce National Park,106
16712,Vascular Plant,Broussonetia papyrifera,Paper Mulberry,None,Great Smoky Mountains National Park,67
16713,Vascular Plant,Broussonetia papyrifera,Paper Mulberry,None,Yellowstone National Park,233
16714,Vascular Plant,Broussonetia papyrifera,Paper Mulberry,None,Yosemite National Park,145
16715,Vascular Plant,Broussonetia papyrifera,Paper Mulberry,None,Bryce National Park,93
16716,Vascular Plant,Elaeagnus umbellata,Autumn Olive,None,Yosemite National Park,176
16717,Vascular Plant,Elaeagnus umbellata,Autumn Olive,None,Great Smoky Mountains National Park,85
16718,Vascular Plant,Elaeagnus umbellata,Autumn Olive,None,Bryce National Park,102
16719,Vascular Plant,Elaeagnus umbellata,Autumn Olive,None,Yellowstone National Park,237
16720,Vascular Plant,Elaeagnus angustifolia,Russian Olive,None,Yellowstone National Park,259
16721,Vascular Plant,Elaeagnus angustifolia,Russian Olive,None,Bryce National Park,125
16722,Vascular Plant,Elaeagnus angustifolia,Russian Olive,None,Yosemite National Park,157
16723,Vascular Plant,Elaeagnus angustifolia,Russian Olive,None,Great Smoky Mountains National Park,57
16724,Vascular Plant,Celtis tenuifolia,Dwarf Hackberry,None,Yellowstone National Park,243
16725,Vascular Plant,Celtis tenuifolia,Dwarf Hackberry,None,Yosemite National Park,192
16726,Vascular Plant,Celtis tenuifolia,Dwarf Hackberry,None,Great Smoky Mountains National Park,76
16727,Vascular Plant,Celtis tenuifolia,Dwarf Hackberry,None,Bryce National Park,109
16728,Vascular Plant,Celtis occidentalis,Common Hackberry,None,Yosemite National Park,114
16729,Vascular Plant,Celtis occidentalis,Common Hackberry,None,Bryce National Park,115
16730,Vascular Plant,Celtis occidentalis,Common Hackberry,None,Yellowstone National Park,257
16731,Vascular Plant,Celtis occidentalis,Common Hackberry,None,Great Smoky Mountains National Park,76
16732,Vascular Plant,Celtis laevigata,"Smooth Hackberry, Sugarberry",None,Great Smoky Mountains National Park,95
16733,Vascular Plant,Celtis laevigata,"Smooth Hackberry, Sugarberry",None,Yosemite National Park,163
16734,Vascular Plant,Celtis laevigata,"Smooth Hackberry, Sugarberry",None,Bryce National Park,81
16735,Vascular Plant,Celtis laevigata,"Smooth Hackberry, Sugarberry",None,Yellowstone National Park,270
16736,Vascular Plant,Cannabis sativa,"Grass, Hemp, Hashish, Pot, Marijuana, Mary Jane",None,Yellowstone National Park,248
16737,Vascular Plant,Cannabis sativa,"Grass, Hemp, Hashish, Pot, Marijuana, Mary Jane",None,Bryce National Park,113
16738,Vascular Plant,Cannabis sativa,"Grass, Hemp, Hashish, Pot, Marijuana, Mary Jane",None,Yosemite National Park,141
16739,Vascular Plant,Cannabis sativa,"Grass, Hemp, Hashish, Pot, Marijuana, Mary Jane",None,Great Smoky Mountains National Park,53
