,category,scientific_name,conservation_status,common_names,park_name,observations
15728,Vascular Plant,Acorus calamus,None,Sweetflag,Great Smoky Mountains National Park,63
15729,Vascular Plant,Acorus calamus,None,Sweetflag,Yosemite National Park,178
15730,Vascular Plant,Acorus calamus,None,Sweetflag,Bryce National Park,121
15731,Vascular Plant,Acorus calamus,None,Sweetflag,Yellowstone National Park,232
15732,Fish,Pylodictis olivaris,None,Flathead Catfish,Yellowstone National Park,236
15733,Fish,Pylodictis olivaris,None,Flathead Catfish,Bryce National Park,89
15734,Fish,Pylodictis olivaris,None,Flathead Catfish,Great Smoky Mountains National Park,77
15735,Fish,Pylodictis olivaris,None,Flathead Catfish,Yosemite National Park,143
15736,Fish,Noturus flavus,None,Stonecat,Great Smoky Mountains National Park,62
15737,Fish,Noturus flavus,None,Stonecat,Bryce National Park,72
15738,Fish,Noturus flavus,None,Stonecat,Yellowstone National Park,245
15739,Fish,Noturus flavus,None,Stonecat,Yosemite National Park,165
15740,Fish,Ictalurus punctatus,None,Channel Catfish,Great Smoky Mountains National Park,54
15741,Fish,Ictalurus punctatus,None,Channel Catfish,Yellowstone National Park,232
15742,Fish,Ictalurus punctatus,None,Channel Catfish,Yosemite National Park,120
15743,Fish,Ictalurus punctatus,None,Channel Catfish,Bryce National Park,103
15744,Vascular Plant,Arisaema triphyllum ssp. quinatum,None,Jack In The Pulpit,Yosemite National Park,193
15745,Vascular Plant,Arisaema triphyllum ssp. quinatum,None,Jack In The Pulpit,Great Smoky Mountains National Park,103
15746,Vascular Plant,Arisaema triphyllum ssp. quinatum,None,Jack In The Pulpit,Bryce National Park,115
15747,Vascular Plant,Arisaema triphyllum ssp. quinatum,None,Jack In The Pulpit,Yellowstone National Park,259
15748,Fish,Ictalurus furcatus,None,Blue Catfish,Great Smoky Mountains National Park,72
15749,Fish,Ictalurus furcatus,None,Blue Catfish,Yellowstone National Park,245
15750,Fish,Ictalurus furcatus,None,Blue Catfish,Yosemite National Park,167
15751,Fish,Ictalurus furcatus,None,Blue Catfish,Bryce National Park,104
15752,Fish,Ameiurus melas,None,Black Bullhead,Yellowstone National Park,265
15753,Fish,Ameiurus melas,None,Black Bullhead,Bryce National Park,100
15754,Fish,Ameiurus melas,None,Black Bullhead,Yosemite National Park,154
15755,Fish,Ameiurus melas,None,Black Bullhead,Great Smoky Mountains National Park,82
15756,Fish,Lepisosteus osseus,None,Longnose Gar,Bryce National Park,120
15757,Fish,Lepisosteus osseus,None,Longnose Gar,Great Smoky Mountains National Park,79
15758,Fish,Lepisosteus osseus,None,Longnose Gar,Yosemite National Park,137
15759,Fish,Lepisosteus osseus,None,Longnose Gar,Yellowstone National Park,269
15760,Fish,Cottus carolinae,None,Banded Sculpin,Yosemite National Park,176
15761,Fish,Cottus carolinae,None,Banded Sculpin,Bryce National Park,65
15762,Fish,Cottus carolinae,None,Banded Sculpin,Great Smoky Mountains National Park,92
15763,Fish,Cottus carolinae,None,Banded Sculpin,Yellowstone National Park,258
15764,Fish,Cottus bairdi,None,Mottled Sculpin,Yellowstone National Park,267
15765,Fish,Cottus bairdi,None,Mottled Sculpin,Great Smoky Mountains National Park,63
15766,Fish,Cottus bairdi,None,Mottled Sculpin,Yosemite National Park,161
15767,Fish,Cottus bairdi,None,Mottled Sculpin,Bryce National Park,133
15768,Fish,Salvelinus fontinalis,None,"Aurora Trout, Charr, Brook Trout, Coaster Brook Trout, Sea Trout, Salter",Yosemite National Park,144
15769,Fish,Salvelinus fontinalis,None,"Aurora Trout, Charr, Brook Trout, Coaster Brook Trout, Sea Trout, Salter",Yellowstone National Park,243
15770,Fish,Salvelinus fontinalis,None,"Aurora Trout, Charr, Brook Trout, Coaster Brook Trout, Sea Trout, Salter",Bryce National Park,91
15771,Fish,Salvelinus fontinalis,None,"Aurora Trout, Charr, Brook Trout, Coaster Brook Trout, Sea Trout, Salter",Great Smoky Mountains National Park,79
15772,Fish,Salmo trutta,None,Brown Trout,Yosemite National Park,150
15773,Fish,Salmo trutta,None,Brown Trout,Great Smoky Mountains National Park,65
15774,Fish,Salmo trutta,None,Brown Trout,Yellowstone National Park,238
15775,Fish,Salmo trutta,None,Brown Trout,Bryce National Park,144
15776,Fish,Lampetra appendix,None,American Brook Lamprey,Bryce National Park,99
15777,Fish,Lampetra appendix,None,American Brook Lamprey,Yosemite National Park,132
15778,Fish,Lampetra appendix,None,American Brook Lamprey,Great Smoky Mountains National Park,91
15779,Fish,Lampetra appendix,None,American Brook Lamprey,Yellowstone National Park,240
15780,Fish,Ameiurus natalis,None,Yellow Bullhead,Yellowstone National Park,240
15781,Fish,Ameiurus natalis,None,Yellow Bullhead,Yosemite National Park,156
15782,Fish,Ameiurus natalis,None,Yellow Bullhead,Bryce National Park,105
15783,Fish,Ameiurus natalis,None,Yellow Bullhead,Great Smoky Mountains National Park,95
15784,Fish,Ichthyomyzon greeleyi,None,Mountain Brook Lamprey,Yosemite National Park,153
15785,Fish,Ichthyomyzon greeleyi,None,Mountain Brook Lamprey,Great Smoky Mountains National Park,93
15786,Fish,Ichthyomyzon greeleyi,None,Mountain Brook Lamprey,Yellowstone National Park,286
15787,Fish,Ichthyomyzon greeleyi,None,Mountain Brook Lamprey,Bryce National Park,70
15788,Vascular Plant,Arisaema triphyllum ssp. triphyllum,None,Jack In The Pulpit,Great Smoky Mountains National Park,19
15789,Vascular Plant,Arisaema triphyllum ssp. triphyllum,None,Jack In The Pulpit,Bryce National Park,77
15790,Vascular Plant,Arisaema triphyllum ssp. triphyllum,None,Jack In The Pulpit,Yosemite National Park,132
15791,Vascular Plant,Arisaema triphyllum ssp. triphyllum,None,Jack In The Pulpit,Yellowstone National Park,232
15792,Vascular Plant,Lemna valdiviana,None,"Valdivia Duckweed, Duckweed, Pale Duckweed, Valdivia's Duckweed",Yosemite National Park,152
15793,Vascular Plant,Lemna valdiviana,None,"Valdivia Duckweed, Duckweed, Pale Duckweed, Valdivia's Duckweed",Yellowstone National Park,232
15794,Vascular Plant,Lemna valdiviana,None,"Valdivia Duckweed, Duckweed, Pale Duckweed, Valdivia's Duckweed",Bryce National Park,85
15795,Vascular Plant,Lemna valdiviana,None,"Valdivia Duckweed, Duckweed, Pale Duckweed, Valdivia's Duckweed",Great Smoky Mountains National Park,63
15796,Vascular Plant,Chaerophyllum procumbens,None,Spreading Chervil,Yellowstone National Park,270
15797,Vascular Plant,Chaerophyllum procumbens,None,Spreading Chervil,Great Smoky Mountains National Park,55
15798,Vascular Plant,Chaerophyllum procumbens,None,Spreading Chervil,Bryce National Park,65
15799,Vascular Plant,Chaerophyllum procumbens,None,Spreading Chervil,Yosemite National Park,158
15800,Vascular Plant,Carum carvi,None,"Caraway, Wild Caraway",Yosemite National Park,118
15801,Vascular Plant,Carum carvi,None,"Caraway, Wild Caraway",Yellowstone National Park,247
15802,Vascular Plant,Carum carvi,None,"Caraway, Wild Caraway",Great Smoky Mountains National Park,44
15803,Vascular Plant,Carum carvi,None,"Caraway, Wild Caraway",Bryce National Park,53
15804,Vascular Plant,Bupleurum rotundifolium,None,Hare's Ear,Yosemite National Park,122
15805,Vascular Plant,Bupleurum rotundifolium,None,Hare's Ear,Yellowstone National Park,272
15806,Vascular Plant,Bupleurum rotundifolium,None,Hare's Ear,Great Smoky Mountains National Park,65
15807,Vascular Plant,Bupleurum rotundifolium,None,Hare's Ear,Bryce National Park,83
15808,Vascular Plant,Angelica venenosa,None,Hairy Angelica,Great Smoky Mountains National Park,60
15809,Vascular Plant,Angelica venenosa,None,Hairy Angelica,Bryce National Park,97
15810,Vascular Plant,Angelica venenosa,None,Hairy Angelica,Yosemite National Park,170
15811,Vascular Plant,Angelica venenosa,None,Hairy Angelica,Yellowstone National Park,278
15812,Vascular Plant,Angelica triquinata,None,Filmy Angelica,Yellowstone National Park,258
15813,Vascular Plant,Angelica triquinata,None,Filmy Angelica,Bryce National Park,84
15814,Vascular Plant,Angelica triquinata,None,Filmy Angelica,Yosemite National Park,145
15815,Vascular Plant,Angelica triquinata,None,Filmy Angelica,Great Smoky Mountains National Park,65
15816,Vascular Plant,Angelica atropurpurea,None,Purplestem Angelica,Yosemite National Park,165
15817,Vascular Plant,Angelica atropurpurea,None,Purplestem Angelica,Great Smoky Mountains National Park,79
15818,Vascular Plant,Angelica atropurpurea,None,Purplestem Angelica,Bryce National Park,101
15819,Vascular Plant,Angelica atropurpurea,None,Purplestem Angelica,Yellowstone National Park,278
15820,Vascular Plant,Ammoselinum butleri,None,Butler's Sandparsley,Yellowstone National Park,283
15821,Vascular Plant,Ammoselinum butleri,None,Butler's Sandparsley,Great Smoky Mountains National Park,86
15822,Vascular Plant,Ammoselinum butleri,None,Butler's Sandparsley,Yosemite National Park,179
15823,Vascular Plant,Ammoselinum butleri,None,Butler's Sandparsley,Bryce National Park,112
15824,Vascular Plant,Aegopodium podagraria,None,"Bishops Goutweed, Old Man's Beard",Yellowstone National Park,249
15825,Vascular Plant,Aegopodium podagraria,None,"Bishops Goutweed, Old Man's Beard",Great Smoky Mountains National Park,52
15826,Vascular Plant,Aegopodium podagraria,None,"Bishops Goutweed, Old Man's Beard",Bryce National Park,112
15827,Vascular Plant,Aegopodium podagraria,None,"Bishops Goutweed, Old Man's Beard",Yosemite National Park,198
15828,Vascular Plant,Lemna minuta,None,Least Duckweed,Yosemite National Park,152
15829,Vascular Plant,Lemna minuta,None,Least Duckweed,Bryce National Park,66
15830,Vascular Plant,Lemna minuta,None,Least Duckweed,Great Smoky Mountains National Park,81
15831,Vascular Plant,Lemna minuta,None,Least Duckweed,Yellowstone National Park,229
15832,Vascular Plant,Potamogeton pulcher,None,Spotted Pondweed,Yosemite National Park,169
15833,Vascular Plant,Potamogeton pulcher,None,Spotted Pondweed,Bryce National Park,72
15834,Vascular Plant,Potamogeton pulcher,None,Spotted Pondweed,Yellowstone National Park,256
15835,Vascular Plant,Potamogeton pulcher,None,Spotted Pondweed,Great Smoky Mountains National Park,87
15836,Vascular Plant,Potamogeton epihydrus,None,"Nuttall Pondweed, Ribbonleaf Pondweed",Yosemite National Park,131
15837,Vascular Plant,Potamogeton epihydrus,None,"Nuttall Pondweed, Ribbonleaf Pondweed",Bryce National Park,102
15838,Vascular Plant,Potamogeton epihydrus,None,"Nuttall Pondweed, Ribbonleaf Pondweed",Yellowstone National Park,253
15839,Vascular Plant,Potamogeton epihydrus,None,"Nuttall Pondweed, Ribbonleaf Pondweed",Great Smoky Mountains National Park,70
15840,Vascular Plant,Potamogeton diversifolius,None,Waterthread Pondweed,Yellowstone National Park,255
15841,Vascular Plant,Potamogeton diversifolius,None,Waterthread Pondweed,Bryce National Park,119
15842,Vascular Plant,Potamogeton diversifolius,None,Waterthread Pondweed,Yosemite National Park,119
15843,Vascular Plant,Potamogeton diversifolius,None,Waterthread Pondweed,Great Smoky Mountains National Park,73
15844,Vascular Plant,Potamogeton amplifolius,None,"Large-Leaf Pondweed, Largeleaf Pondweed, Broad-Leaved Pondweed",Yellowstone National Park,238
15845,Vascular Plant,Potamogeton amplifolius,None,"Large-Leaf Pondweed, Largeleaf Pondweed, Broad-Leaved Pondweed",Yosemite National Park,178
15846,Vascular Plant,Potamogeton amplifolius,None,"Large-Leaf Pondweed, Largeleaf Pondweed, Broad-Leaved Pondweed",Great Smoky Mountains National Park,76
15847,Vascular Plant,Potamogeton amplifolius,None,"Large-Leaf Pondweed, Largeleaf Pondweed, Broad-Leaved Pondweed",Bryce National Park,86
15848,Vascular Plant,Najas minor,None,Brittle Waternymph,Bryce National Park,135
15849,Vascular Plant,Najas minor,None,Brittle Waternymph,Great Smoky Mountains National Park,67
15850,Vascular Plant,Najas minor,None,Brittle Waternymph,Yosemite National Park,146
15851,Vascular Plant,Najas minor,None,Brittle Waternymph,Yellowstone National Park,254
15852,Vascular Plant,Najas guadalupensis,None,Southern Waternymph,Yosemite National Park,111
15853,Vascular Plant,Najas guadalupensis,None,Southern Waternymph,Great Smoky Mountains National Park,54
15854,Vascular Plant,Najas guadalupensis,None,Southern Waternymph,Yellowstone National Park,275
15855,Vascular Plant,Najas guadalupensis,None,Southern Waternymph,Bryce National Park,121
15856,Vascular Plant,Elodea nuttallii,None,"Western Waterweed, Waterweed",Yosemite National Park,158
15857,Vascular Plant,Elodea nuttallii,None,"Western Waterweed, Waterweed",Bryce National Park,93
15858,Vascular Plant,Elodea nuttallii,None,"Western Waterweed, Waterweed",Yellowstone National Park,251
15859,Vascular Plant,Elodea nuttallii,None,"Western Waterweed, Waterweed",Great Smoky Mountains National Park,68
15860,Vascular Plant,Wolffia brasiliensis,None,Brazilian Watermeal,Bryce National Park,85
15861,Vascular Plant,Wolffia brasiliensis,None,Brazilian Watermeal,Great Smoky Mountains National Park,50
15862,Vascular Plant,Wolffia brasiliensis,None,Brazilian Watermeal,Yosemite National Park,165
15863,Vascular Plant,Wolffia brasiliensis,None,Brazilian Watermeal,Yellowstone National Park,256
15864,Vascular Plant,Peltandra virginica,None,"Arrow Arum, Green Arrow-Arum",Yosemite National Park,128
15865,Vascular Plant,Peltandra virginica,None,"Arrow Arum, Green Arrow-Arum",Great Smoky Mountains National Park,51
15866,Vascular Plant,Peltandra virginica,None,"Arrow Arum, Green Arrow-Arum",Bryce National Park,61
15867,Vascular Plant,Peltandra virginica,None,"Arrow Arum, Green Arrow-Arum",Yellowstone National Park,219
15868,Vascular Plant,Potamogeton nodosus,None,"Longleaf Pondweed, Long-Leaf Pondweed",Yellowstone National Park,200
15869,Vascular Plant,Potamogeton nodosus,None,"Longleaf Pondweed, Long-Leaf Pondweed",Yosemite National Park,155
15870,Vascular Plant,Potamogeton nodosus,None,"Longleaf Pondweed, Long-Leaf Pondweed",Great Smoky Mountains National Park,79
15871,Vascular Plant,Potamogeton nodosus,None,"Longleaf Pondweed, Long-Leaf Pondweed",Bryce National Park,91
15872,Fish,Ichthyomyzon castaneus,None,Chestnut Lamprey,Bryce National Park,91
15873,Fish,Ichthyomyzon castaneus,None,Chestnut Lamprey,Yellowstone National Park,281
15874,Fish,Ichthyomyzon castaneus,None,Chestnut Lamprey,Great Smoky Mountains National Park,67
15875,Fish,Ichthyomyzon castaneus,None,Chestnut Lamprey,Yosemite National Park,159
15876,Fish,Aplodinotus grunniens,None,Freshwater Drum,Yosemite National Park,160
15877,Fish,Aplodinotus grunniens,None,Freshwater Drum,Great Smoky Mountains National Park,97
15878,Fish,Aplodinotus grunniens,None,Freshwater Drum,Bryce National Park,109
15879,Fish,Aplodinotus grunniens,None,Freshwater Drum,Yellowstone National Park,275
15880,Fish,Stizostedion vitreum,None,Walleye,Great Smoky Mountains National Park,108
15881,Fish,Stizostedion vitreum,None,Walleye,Bryce National Park,98
15882,Fish,Stizostedion vitreum,None,Walleye,Yosemite National Park,152
15883,Fish,Stizostedion vitreum,None,Walleye,Yellowstone National Park,232
15884,Fish,Micropterus dolomieu,None,Smallmouth Bass,Bryce National Park,69
15885,Fish,Micropterus dolomieu,None,Smallmouth Bass,Yosemite National Park,117
15886,Fish,Micropterus dolomieu,None,Smallmouth Bass,Yellowstone National Park,259
15887,Fish,Micropterus dolomieu,None,Smallmouth Bass,Great Smoky Mountains National Park,112
15888,Fish,Lepomis microlophus,None,Redear Sunfish,Bryce National Park,86
15889,Fish,Lepomis microlophus,None,Redear Sunfish,Yosemite National Park,156
15890,Fish,Lepomis microlophus,None,Redear Sunfish,Yellowstone National Park,255
15891,Fish,Lepomis microlophus,None,Redear Sunfish,Great Smoky Mountains National Park,53
15892,Fish,Lepomis megalotis,None,Longear Sunfish,Great Smoky Mountains National Park,67
15893,Fish,Lepomis megalotis,None,Longear Sunfish,Bryce National Park,119
15894,Fish,Lepomis megalotis,None,Longear Sunfish,Yosemite National Park,182
15895,Fish,Lepomis megalotis,None,Longear Sunfish,Yellowstone National Park,270
15896,Fish,Lepomis macrochirus,None,Bluegill,Yosemite National Park,168
15897,Fish,Lepomis macrochirus,None,Bluegill,Yellowstone National Park,265
15898,Fish,Lepomis macrochirus,None,Bluegill,Bryce National Park,128
15899,Fish,Lepomis macrochirus,None,Bluegill,Great Smoky Mountains National Park,60
15900,Fish,Lepomis humilis,None,Orangespotted Sunfish,Bryce National Park,109
15901,Fish,Lepomis humilis,None,Orangespotted Sunfish,Great Smoky Mountains National Park,93
15902,Fish,Lepomis humilis,None,Orangespotted Sunfish,Yosemite National Park,133
15903,Fish,Lepomis humilis,None,Orangespotted Sunfish,Yellowstone National Park,222
15904,Fish,Lepomis gulosus,None,Warmouth,Yellowstone National Park,210
15905,Fish,Lepomis gulosus,None,Warmouth,Bryce National Park,98
15906,Fish,Lepomis gulosus,None,Warmouth,Great Smoky Mountains National Park,83
15907,Fish,Lepomis gulosus,None,Warmouth,Yosemite National Park,165
15908,Fish,Lepomis gibbosus,None,Pumpkinseed,Bryce National Park,95
15909,Fish,Lepomis gibbosus,None,Pumpkinseed,Great Smoky Mountains National Park,133
15910,Fish,Lepomis gibbosus,None,Pumpkinseed,Yosemite National Park,171
15911,Fish,Lepomis gibbosus,None,Pumpkinseed,Yellowstone National Park,235
15912,Fish,Lepomis cyanellus,None,Green Sunfish,Yellowstone National Park,270
15913,Fish,Lepomis cyanellus,None,Green Sunfish,Yosemite National Park,123
15914,Fish,Lepomis cyanellus,None,Green Sunfish,Bryce National Park,119
15915,Fish,Lepomis cyanellus,None,Green Sunfish,Great Smoky Mountains National Park,62
15916,Fish,Micropterus punctulatus,None,Spotted Bass,Yosemite National Park,145
15917,Fish,Micropterus punctulatus,None,Spotted Bass,Great Smoky Mountains National Park,108
15918,Fish,Micropterus punctulatus,None,Spotted Bass,Bryce National Park,95
15919,Fish,Micropterus punctulatus,None,Spotted Bass,Yellowstone National Park,256
15920,Fish,Lepomis auritus,None,Redbreast Sunfish,Great Smoky Mountains National Park,77
15921,Fish,Lepomis auritus,None,Redbreast Sunfish,Yellowstone National Park,266
15922,Fish,Lepomis auritus,None,Redbreast Sunfish,Yosemite National Park,127
15923,Fish,Lepomis auritus,None,Redbreast Sunfish,Bryce National Park,103
15924,Fish,Esox masquinongy,None,Muskellunge,Yellowstone National Park,233
15925,Fish,Esox masquinongy,None,Muskellunge,Yosemite National Park,139
15926,Fish,Esox masquinongy,None,Muskellunge,Great Smoky Mountains National Park,87
15927,Fish,Esox masquinongy,None,Muskellunge,Bryce National Park,126
15928,Fish,Gambusia holbrooki,None,Eastern Mosquitofish,Bryce National Park,93
15929,Fish,Gambusia holbrooki,None,Eastern Mosquitofish,Yosemite National Park,161
15930,Fish,Gambusia holbrooki,None,Eastern Mosquitofish,Yellowstone National Park,259
15931,Fish,Gambusia holbrooki,None,Eastern Mosquitofish,Great Smoky Mountains National Park,72
15932,Fish,Gambusia affinis,None,"Western Mosquitofish, Mosquitofish",Bryce National Park,143
15933,Fish,Gambusia affinis,None,"Western Mosquitofish, Mosquitofish",Yellowstone National Park,239
15934,Fish,Gambusia affinis,None,"Western Mosquitofish, Mosquitofish",Yosemite National Park,157
15935,Fish,Gambusia affinis,None,"Western Mosquitofish, Mosquitofish",Great Smoky Mountains National Park,84
15936,Fish,Fundulus catenatus,None,Northern Studfish,Yosemite National Park,155
15937,Fish,Fundulus catenatus,None,Northern Studfish,Bryce National Park,87
15938,Fish,Fundulus catenatus,None,Northern Studfish,Great Smoky Mountains National Park,54
15939,Fish,Fundulus catenatus,None,Northern Studfish,Yellowstone National Park,211
15940,Fish,Semotilus atromaculatus,None,Creek Chub,Yellowstone National Park,255
15941,Fish,Semotilus atromaculatus,None,Creek Chub,Bryce National Park,94
15942,Fish,Semotilus atromaculatus,None,Creek Chub,Great Smoky Mountains National Park,73
15943,Fish,Semotilus atromaculatus,None,Creek Chub,Yosemite National Park,153
15944,Fish,Rhinichthys obtusus,None,Western Blacknose Dace,Yosemite National Park,146
15945,Fish,Rhinichthys obtusus,None,Western Blacknose Dace,Yellowstone National Park,265
15946,Fish,Rhinichthys obtusus,None,Western Blacknose Dace,Bryce National Park,106
15947,Fish,Rhinichthys obtusus,None,Western Blacknose Dace,Great Smoky Mountains National Park,73
15948,Fish,Rhinichthys cataractae,None,Longnose Dace,Bryce National Park,105
15949,Fish,Rhinichthys cataractae,None,Longnose Dace,Great Smoky Mountains National Park,68
15950,Fish,Rhinichthys cataractae,None,Longnose Dace,Yosemite National Park,165
15951,Fish,Rhinichthys cataractae,None,Longnose Dace,Yellowstone National Park,232
15952,Fish,Phoxinus tennesseensis,None,Tennessee Dace,Yellowstone National Park,219
15953,Fish,Phoxinus tennesseensis,None,Tennessee Dace,Yosemite National Park,135
15954,Fish,Phoxinus tennesseensis,None,Tennessee Dace,Bryce National Park,86
15955,Fish,Phoxinus tennesseensis,None,Tennessee Dace,Great Smoky Mountains National Park,92
15956,Fish,Ambloplites rupestris,None,Rock Bass,Great Smoky Mountains National Park,92
15957,Fish,Ambloplites rupestris,None,Rock Bass,Bryce National Park,95
15958,Fish,Ambloplites rupestris,None,Rock Bass,Yellowstone National Park,220
15959,Fish,Ambloplites rupestris,None,Rock Bass,Yosemite National Park,121
15960,Fish,Micropterus salmoides,None,Largemouth Bass,Bryce National Park,100
15961,Fish,Micropterus salmoides,None,Largemouth Bass,Yellowstone National Park,240
15962,Fish,Micropterus salmoides,None,Largemouth Bass,Great Smoky Mountains National Park,100
15963,Fish,Micropterus salmoides,None,Largemouth Bass,Yosemite National Park,181
15964,Fish,Pomoxis nigromaculatus,None,Black Crappie,Great Smoky Mountains National Park,68
15965,Fish,Pomoxis nigromaculatus,None,Black Crappie,Yosemite National Park,191
15966,Fish,Pomoxis nigromaculatus,None,Black Crappie,Yellowstone National Park,258
15967,Fish,Pomoxis nigromaculatus,None,Black Crappie,Bryce National Park,102
15968,Fish,Morone chrysops,None,White Bass,Bryce National Park,124
15969,Fish,Morone chrysops,None,White Bass,Yosemite National Park,111
15970,Fish,Morone chrysops,None,White Bass,Great Smoky Mountains National Park,110
15971,Fish,Morone chrysops,None,White Bass,Yellowstone National Park,230
15972,Fish,Stizostedion canadense,None,Sauger,Bryce National Park,76
15973,Fish,Stizostedion canadense,None,Sauger,Yosemite National Park,163
15974,Fish,Stizostedion canadense,None,Sauger,Yellowstone National Park,286
15975,Fish,Stizostedion canadense,None,Sauger,Great Smoky Mountains National Park,96
15976,Fish,Percina evides,None,Gilt Darter,Yellowstone National Park,236
15977,Fish,Percina evides,None,Gilt Darter,Bryce National Park,71
15978,Fish,Percina evides,None,Gilt Darter,Yosemite National Park,135
15979,Fish,Percina evides,None,Gilt Darter,Great Smoky Mountains National Park,93
15980,Fish,Percina caprodes,None,Logperch,Yellowstone National Park,228
15981,Fish,Percina caprodes,None,Logperch,Great Smoky Mountains National Park,78
15982,Fish,Percina caprodes,None,Logperch,Bryce National Park,97
15983,Fish,Percina caprodes,None,Logperch,Yosemite National Park,178
15984,Fish,Percina aurantiaca,None,Tangerine Darter,Bryce National Park,95
15985,Fish,Percina aurantiaca,None,Tangerine Darter,Great Smoky Mountains National Park,61
15986,Fish,Percina aurantiaca,None,Tangerine Darter,Yosemite National Park,143
15987,Fish,Percina aurantiaca,None,Tangerine Darter,Yellowstone National Park,239
15988,Fish,Perca flavescens,None,Yellow Perch,Bryce National Park,106
15989,Fish,Perca flavescens,None,Yellow Perch,Yellowstone National Park,248
15990,Fish,Perca flavescens,None,Yellow Perch,Yosemite National Park,88
15991,Fish,Perca flavescens,None,Yellow Perch,Great Smoky Mountains National Park,66
15992,Fish,Etheostoma zonale,None,Banded Darter,Great Smoky Mountains National Park,73
15993,Fish,Etheostoma zonale,None,Banded Darter,Bryce National Park,80
15994,Fish,Etheostoma zonale,None,Banded Darter,Yellowstone National Park,248
15995,Fish,Etheostoma zonale,None,Banded Darter,Yosemite National Park,133
15996,Fish,Etheostoma vulneratum,None,Wounded Darter,Yosemite National Park,136
15997,Fish,Etheostoma vulneratum,None,Wounded Darter,Great Smoky Mountains National Park,92
15998,Fish,Etheostoma vulneratum,None,Wounded Darter,Bryce National Park,106
15999,Fish,Etheostoma vulneratum,None,Wounded Darter,Yellowstone National Park,257
16000,Fish,Etheostoma swannanoa,None,Swannanoa Darter,Great Smoky Mountains National Park,60
16001,Fish,Etheostoma swannanoa,None,Swannanoa Darter,Bryce National Park,88
16002,Fish,Etheostoma swannanoa,None,Swannanoa Darter,Yellowstone National Park,293
16003,Fish,Etheostoma swannanoa,None,Swannanoa Darter,Yosemite National Park,144
16004,Fish,Etheostoma stigmaeum,None,Speckled Darter,Yellowstone National Park,230
16005,Fish,Etheostoma stigmaeum,None,Speckled Darter,Yosemite National Park,147
16006,Fish,Etheostoma stigmaeum,None,Speckled Darter,Great Smoky Mountains National Park,61
16007,Fish,Etheostoma stigmaeum,None,Speckled Darter,Bryce National Park,95
16008,Fish,Etheostoma simoterum,None,"Tennessee Snubnose Darter, Snubnose Darter",Bryce National Park,137
16009,Fish,Etheostoma simoterum,None,"Tennessee Snubnose Darter, Snubnose Darter",Yellowstone National Park,217
16010,Fish,Etheostoma simoterum,None,"Tennessee Snubnose Darter, Snubnose Darter",Great Smoky Mountains National Park,22
16011,Fish,Etheostoma simoterum,None,"Tennessee Snubnose Darter, Snubnose Darter",Yosemite National Park,181
16012,Fish,Etheostoma sanguifluum,None,"Spotted Darter, Bloodfin Darter",Great Smoky Mountains National Park,59
16013,Fish,Etheostoma sanguifluum,None,"Spotted Darter, Bloodfin Darter",Bryce National Park,89
16014,Fish,Etheostoma sanguifluum,None,"Spotted Darter, Bloodfin Darter",Yellowstone National Park,300
16015,Fish,Etheostoma sanguifluum,None,"Spotted Darter, Bloodfin Darter",Yosemite National Park,136
16016,Fish,Etheostoma rufilineatum,None,Redline Darter,Great Smoky Mountains National Park,94
16017,Fish,Etheostoma rufilineatum,None,Redline Darter,Bryce National Park,97
16018,Fish,Etheostoma rufilineatum,None,Redline Darter,Yellowstone National Park,264
16019,Fish,Etheostoma rufilineatum,None,Redline Darter,Yosemite National Park,126
16020,Fish,Etheostoma maculatum,None,Spotted Darter,Yosemite National Park,153
16021,Fish,Etheostoma maculatum,None,Spotted Darter,Bryce National Park,114
16022,Fish,Etheostoma maculatum,None,Spotted Darter,Great Smoky Mountains National Park,62
16023,Fish,Etheostoma maculatum,None,Spotted Darter,Yellowstone National Park,256
16024,Fish,Etheostoma jessiae,None,Blueside Darter,Yellowstone National Park,252
16025,Fish,Etheostoma jessiae,None,Blueside Darter,Bryce National Park,104
16026,Fish,Etheostoma jessiae,None,Blueside Darter,Yosemite National Park,150
16027,Fish,Etheostoma jessiae,None,Blueside Darter,Great Smoky Mountains National Park,62
16028,Fish,Etheostoma gutselli,None,Tuckasegee Darter,Yosemite National Park,102
16029,Fish,Etheostoma gutselli,None,Tuckasegee Darter,Great Smoky Mountains National Park,104
16030,Fish,Etheostoma gutselli,None,Tuckasegee Darter,Bryce National Park,100
16031,Fish,Etheostoma gutselli,None,Tuckasegee Darter,Yellowstone National Park,244
16032,Fish,Etheostoma flabellare,None,Fantail Darter,Great Smoky Mountains National Park,75
16033,Fish,Etheostoma flabellare,None,Fantail Darter,Yosemite National Park,156
16034,Fish,Etheostoma flabellare,None,Fantail Darter,Yellowstone National Park,264
16035,Fish,Etheostoma flabellare,None,Fantail Darter,Bryce National Park,104
16036,Fish,Etheostoma chlorobranchium,None,Greenfin Darter,Bryce National Park,102
16037,Fish,Etheostoma chlorobranchium,None,Greenfin Darter,Yellowstone National Park,256
16038,Fish,Etheostoma chlorobranchium,None,Greenfin Darter,Yosemite National Park,162
16039,Fish,Etheostoma chlorobranchium,None,Greenfin Darter,Great Smoky Mountains National Park,54
16040,Fish,Etheostoma camurum,None,Bluebreast Darter,Bryce National Park,104
16041,Fish,Etheostoma camurum,None,Bluebreast Darter,Yosemite National Park,146
